Semana,0-0,0-1,0-2,0-3,0-4,1-0,1-1,1-2,1-3,1-4,2-0,2-1,2-2,2-3,2-4,3-0,3-1,3-2,3-3,3-4,4-0,4-1,4-2,4-3,4-4
0,75.0,16.666666666666664,0.0,4.166666666666666,4.166666666666666,21.73913043478261,47.82608695652174,21.73913043478261,8.695652173913043,0.0,4.3478260869565215,34.78260869565217,39.130434782608695,17.391304347826086,4.3478260869565215,0.0,0.0,34.78260869565217,47.82608695652174,17.391304347826086,0.0,0.0,4.3478260869565215,21.73913043478261,73.91304347826086
1,62.5,29.166666666666668,0.0,8.333333333333332,0.0,30.434782608695656,39.130434782608695,26.08695652173913,4.3478260869565215,0.0,8.695652173913043,30.434782608695656,39.130434782608695,8.695652173913043,13.043478260869565,0.0,0.0,34.78260869565217,43.47826086956522,21.73913043478261,0.0,0.0,0.0,34.78260869565217,65.21739130434783
2,66.66666666666666,25.0,4.166666666666666,0.0,4.166666666666666,34.78260869565217,39.130434782608695,13.043478260869565,13.043478260869565,0.0,0.0,30.434782608695656,43.47826086956522,26.08695652173913,0.0,0.0,4.3478260869565215,34.78260869565217,30.434782608695656,30.434782608695656,0.0,0.0,4.3478260869565215,30.434782608695656,65.21739130434783
3,66.66666666666666,20.833333333333336,8.333333333333332,4.166666666666666,0.0,30.434782608695656,47.82608695652174,8.695652173913043,13.043478260869565,0.0,4.3478260869565215,26.08695652173913,52.17391304347826,17.391304347826086,0.0,0.0,4.3478260869565215,26.08695652173913,39.130434782608695,30.434782608695656,0.0,0.0,4.3478260869565215,26.08695652173913,69.56521739130434
4,58.333333333333336,20.833333333333336,20.833333333333336,0.0,0.0,34.78260869565217,34.78260869565217,8.695652173913043,13.043478260869565,8.695652173913043,4.3478260869565215,34.78260869565217,39.130434782608695,17.391304347826086,4.3478260869565215,4.3478260869565215,8.695652173913043,30.434782608695656,34.78260869565217,21.73913043478261,0.0,0.0,0.0,34.78260869565217,65.21739130434783
5,70.83333333333334,20.833333333333336,0.0,8.333333333333332,0.0,26.08695652173913,34.78260869565217,30.434782608695656,8.695652173913043,0.0,4.3478260869565215,43.47826086956522,30.434782608695656,13.043478260869565,8.695652173913043,0.0,0.0,34.78260869565217,34.78260869565217,30.434782608695656,0.0,0.0,4.3478260869565215,34.78260869565217,60.86956521739131
6,62.5,33.33333333333333,4.166666666666666,0.0,0.0,34.78260869565217,34.78260869565217,26.08695652173913,4.3478260869565215,0.0,4.3478260869565215,21.73913043478261,43.47826086956522,26.08695652173913,4.3478260869565215,0.0,8.695652173913043,26.08695652173913,56.52173913043478,8.695652173913043,0.0,0.0,0.0,13.043478260869565,86.95652173913044
7,70.83333333333334,12.5,16.666666666666664,0.0,0.0,26.08695652173913,47.82608695652174,21.73913043478261,4.3478260869565215,0.0,4.3478260869565215,26.08695652173913,30.434782608695656,26.08695652173913,13.043478260869565,0.0,13.043478260869565,21.73913043478261,47.82608695652174,17.391304347826086,0.0,0.0,8.695652173913043,21.73913043478261,69.56521739130434
8,70.83333333333334,20.833333333333336,8.333333333333332,0.0,0.0,26.08695652173913,34.78260869565217,30.434782608695656,8.695652173913043,0.0,4.3478260869565215,39.130434782608695,26.08695652173913,21.73913043478261,8.695652173913043,0.0,4.3478260869565215,34.78260869565217,34.78260869565217,26.08695652173913,0.0,0.0,0.0,34.78260869565217,65.21739130434783
9,79.16666666666666,12.5,4.166666666666666,4.166666666666666,0.0,21.73913043478261,60.86956521739131,8.695652173913043,8.695652173913043,0.0,0.0,26.08695652173913,39.130434782608695,13.043478260869565,21.73913043478261,0.0,0.0,43.47826086956522,43.47826086956522,13.043478260869565,0.0,0.0,4.3478260869565215,30.434782608695656,65.21739130434783
10,66.66666666666666,12.5,12.5,8.333333333333332,0.0,34.78260869565217,34.78260869565217,8.695652173913043,21.73913043478261,0.0,0.0,47.82608695652174,21.73913043478261,17.391304347826086,13.043478260869565,0.0,4.3478260869565215,52.17391304347826,21.73913043478261,21.73913043478261,0.0,0.0,4.3478260869565215,30.434782608695656,65.21739130434783
11,75.0,25.0,0.0,0.0,0.0,21.73913043478261,39.130434782608695,17.391304347826086,21.73913043478261,0.0,4.3478260869565215,30.434782608695656,52.17391304347826,8.695652173913043,4.3478260869565215,0.0,4.3478260869565215,30.434782608695656,39.130434782608695,26.08695652173913,0.0,0.0,0.0,30.434782608695656,69.56521739130434
12,75.0,20.833333333333336,4.166666666666666,0.0,0.0,26.08695652173913,47.82608695652174,17.391304347826086,8.695652173913043,0.0,0.0,26.08695652173913,39.130434782608695,17.391304347826086,17.391304347826086,0.0,4.3478260869565215,39.130434782608695,47.82608695652174,8.695652173913043,0.0,0.0,0.0,26.08695652173913,73.91304347826086
13,83.33333333333334,12.5,4.166666666666666,0.0,0.0,17.391304347826086,52.17391304347826,26.08695652173913,0.0,4.3478260869565215,0.0,34.78260869565217,13.043478260869565,34.78260869565217,17.391304347826086,0.0,0.0,52.17391304347826,43.47826086956522,4.3478260869565215,0.0,0.0,4.3478260869565215,21.73913043478261,73.91304347826086
14,66.66666666666666,16.666666666666664,16.666666666666664,0.0,0.0,34.78260869565217,47.82608695652174,4.3478260869565215,13.043478260869565,0.0,0.0,34.78260869565217,43.47826086956522,17.391304347826086,4.3478260869565215,0.0,0.0,34.78260869565217,52.17391304347826,13.043478260869565,0.0,0.0,0.0,17.391304347826086,82.6086956521739
15,75.0,25.0,0.0,0.0,0.0,26.08695652173913,34.78260869565217,30.434782608695656,8.695652173913043,0.0,0.0,34.78260869565217,34.78260869565217,26.08695652173913,4.3478260869565215,0.0,4.3478260869565215,21.73913043478261,43.47826086956522,30.434782608695656,0.0,0.0,13.043478260869565,21.73913043478261,65.21739130434783
16,75.0,20.833333333333336,4.166666666666666,0.0,0.0,26.08695652173913,47.82608695652174,21.73913043478261,4.3478260869565215,0.0,0.0,30.434782608695656,34.78260869565217,26.08695652173913,8.695652173913043,0.0,0.0,34.78260869565217,43.47826086956522,21.73913043478261,0.0,0.0,4.3478260869565215,26.08695652173913,69.56521739130434
17,83.33333333333334,12.5,0.0,4.166666666666666,0.0,17.391304347826086,56.52173913043478,26.08695652173913,0.0,0.0,0.0,30.434782608695656,26.08695652173913,34.78260869565217,8.695652173913043,0.0,0.0,43.47826086956522,34.78260869565217,21.73913043478261,0.0,0.0,4.3478260869565215,26.08695652173913,69.56521739130434
18,75.0,12.5,8.333333333333332,4.166666666666666,0.0,26.08695652173913,52.17391304347826,21.73913043478261,0.0,0.0,0.0,30.434782608695656,30.434782608695656,34.78260869565217,4.3478260869565215,0.0,4.3478260869565215,34.78260869565217,26.08695652173913,34.78260869565217,0.0,0.0,4.3478260869565215,34.78260869565217,60.86956521739131
19,79.16666666666666,8.333333333333332,12.5,0.0,0.0,17.391304347826086,56.52173913043478,17.391304347826086,8.695652173913043,0.0,4.3478260869565215,30.434782608695656,34.78260869565217,26.08695652173913,4.3478260869565215,0.0,4.3478260869565215,34.78260869565217,43.47826086956522,17.391304347826086,0.0,0.0,0.0,21.73913043478261,78.26086956521739
20,70.83333333333334,16.666666666666664,8.333333333333332,4.166666666666666,0.0,26.08695652173913,47.82608695652174,17.391304347826086,4.3478260869565215,4.3478260869565215,4.3478260869565215,30.434782608695656,47.82608695652174,17.391304347826086,0.0,0.0,4.3478260869565215,21.73913043478261,52.17391304347826,21.73913043478261,0.0,0.0,4.3478260869565215,21.73913043478261,73.91304347826086
21,79.16666666666666,20.833333333333336,0.0,0.0,0.0,17.391304347826086,39.130434782608695,34.78260869565217,8.695652173913043,0.0,4.3478260869565215,26.08695652173913,34.78260869565217,26.08695652173913,8.695652173913043,0.0,13.043478260869565,21.73913043478261,39.130434782608695,26.08695652173913,0.0,0.0,8.695652173913043,26.08695652173913,65.21739130434783
22,70.83333333333334,20.833333333333336,8.333333333333332,0.0,0.0,26.08695652173913,52.17391304347826,8.695652173913043,13.043478260869565,0.0,4.3478260869565215,17.391304347826086,34.78260869565217,21.73913043478261,21.73913043478261,0.0,4.3478260869565215,43.47826086956522,34.78260869565217,17.391304347826086,0.0,4.3478260869565215,4.3478260869565215,30.434782608695656,60.86956521739131
23,66.66666666666666,29.166666666666668,4.166666666666666,0.0,0.0,34.78260869565217,34.78260869565217,21.73913043478261,8.695652173913043,0.0,0.0,30.434782608695656,43.47826086956522,21.73913043478261,4.3478260869565215,0.0,4.3478260869565215,30.434782608695656,39.130434782608695,26.08695652173913,0.0,0.0,0.0,30.434782608695656,69.56521739130434
24,66.66666666666666,16.666666666666664,12.5,4.166666666666666,0.0,30.434782608695656,26.08695652173913,17.391304347826086,17.391304347826086,8.695652173913043,4.3478260869565215,34.78260869565217,17.391304347826086,26.08695652173913,17.391304347826086,0.0,17.391304347826086,21.73913043478261,39.130434782608695,21.73913043478261,0.0,4.3478260869565215,30.434782608695656,13.043478260869565,52.17391304347826
25,66.66666666666666,33.33333333333333,0.0,0.0,0.0,17.391304347826086,39.130434782608695,30.434782608695656,13.043478260869565,0.0,17.391304347826086,13.043478260869565,47.82608695652174,13.043478260869565,8.695652173913043,0.0,13.043478260869565,13.043478260869565,43.47826086956522,30.434782608695656,0.0,0.0,8.695652173913043,30.434782608695656,60.86956521739131
26,66.66666666666666,20.833333333333336,8.333333333333332,4.166666666666666,0.0,21.73913043478261,39.130434782608695,26.08695652173913,8.695652173913043,4.3478260869565215,8.695652173913043,21.73913043478261,34.78260869565217,26.08695652173913,8.695652173913043,4.3478260869565215,17.391304347826086,21.73913043478261,21.73913043478261,34.78260869565217,0.0,0.0,8.695652173913043,39.130434782608695,52.17391304347826
27,62.5,25.0,4.166666666666666,8.333333333333332,0.0,30.434782608695656,30.434782608695656,21.73913043478261,8.695652173913043,8.695652173913043,8.695652173913043,43.47826086956522,17.391304347826086,21.73913043478261,8.695652173913043,0.0,0.0,39.130434782608695,26.08695652173913,34.78260869565217,0.0,0.0,17.391304347826086,34.78260869565217,47.82608695652174
28,62.5,25.0,4.166666666666666,8.333333333333332,0.0,30.434782608695656,39.130434782608695,21.73913043478261,4.3478260869565215,4.3478260869565215,8.695652173913043,34.78260869565217,26.08695652173913,21.73913043478261,8.695652173913043,0.0,0.0,34.78260869565217,43.47826086956522,21.73913043478261,0.0,0.0,13.043478260869565,21.73913043478261,65.21739130434783
29,75.0,8.333333333333332,8.333333333333332,8.333333333333332,0.0,17.391304347826086,52.17391304347826,8.695652173913043,17.391304347826086,4.3478260869565215,8.695652173913043,30.434782608695656,43.47826086956522,4.3478260869565215,13.043478260869565,0.0,8.695652173913043,39.130434782608695,39.130434782608695,13.043478260869565,0.0,0.0,0.0,30.434782608695656,69.56521739130434
30,70.83333333333334,25.0,0.0,4.166666666666666,0.0,30.434782608695656,39.130434782608695,26.08695652173913,4.3478260869565215,0.0,0.0,30.434782608695656,43.47826086956522,17.391304347826086,8.695652173913043,0.0,4.3478260869565215,26.08695652173913,30.434782608695656,39.130434782608695,0.0,0.0,4.3478260869565215,43.47826086956522,52.17391304347826
31,70.83333333333334,20.833333333333336,4.166666666666666,4.166666666666666,0.0,30.434782608695656,34.78260869565217,17.391304347826086,8.695652173913043,8.695652173913043,0.0,30.434782608695656,34.78260869565217,21.73913043478261,13.043478260869565,0.0,13.043478260869565,43.47826086956522,39.130434782608695,4.3478260869565215,0.0,0.0,0.0,26.08695652173913,73.91304347826086
32,75.0,16.666666666666664,8.333333333333332,0.0,0.0,21.73913043478261,39.130434782608695,30.434782608695656,0.0,8.695652173913043,4.3478260869565215,30.434782608695656,26.08695652173913,26.08695652173913,13.043478260869565,0.0,13.043478260869565,30.434782608695656,43.47826086956522,13.043478260869565,0.0,0.0,4.3478260869565215,30.434782608695656,65.21739130434783
33,62.5,25.0,0.0,8.333333333333332,4.166666666666666,34.78260869565217,34.78260869565217,17.391304347826086,8.695652173913043,4.3478260869565215,4.3478260869565215,34.78260869565217,30.434782608695656,21.73913043478261,8.695652173913043,0.0,4.3478260869565215,34.78260869565217,47.82608695652174,13.043478260869565,0.0,0.0,17.391304347826086,13.043478260869565,69.56521739130434
34,62.5,25.0,8.333333333333332,0.0,4.166666666666666,34.78260869565217,26.08695652173913,26.08695652173913,8.695652173913043,4.3478260869565215,4.3478260869565215,30.434782608695656,43.47826086956522,17.391304347826086,4.3478260869565215,0.0,17.391304347826086,13.043478260869565,47.82608695652174,21.73913043478261,0.0,0.0,8.695652173913043,26.08695652173913,65.21739130434783
35,66.66666666666666,20.833333333333336,4.166666666666666,8.333333333333332,0.0,26.08695652173913,34.78260869565217,21.73913043478261,17.391304347826086,0.0,8.695652173913043,26.08695652173913,47.82608695652174,13.043478260869565,4.3478260869565215,0.0,13.043478260869565,21.73913043478261,39.130434782608695,26.08695652173913,0.0,4.3478260869565215,4.3478260869565215,21.73913043478261,69.56521739130434
36,58.333333333333336,29.166666666666668,4.166666666666666,4.166666666666666,4.166666666666666,30.434782608695656,21.73913043478261,21.73913043478261,13.043478260869565,13.043478260869565,13.043478260869565,34.78260869565217,34.78260869565217,13.043478260869565,4.3478260869565215,0.0,8.695652173913043,21.73913043478261,39.130434782608695,30.434782608695656,0.0,4.3478260869565215,17.391304347826086,30.434782608695656,47.82608695652174
37,54.166666666666664,25.0,12.5,0.0,8.333333333333332,30.434782608695656,26.08695652173913,17.391304347826086,21.73913043478261,4.3478260869565215,13.043478260869565,34.78260869565217,21.73913043478261,13.043478260869565,17.391304347826086,0.0,13.043478260869565,34.78260869565217,26.08695652173913,26.08695652173913,4.3478260869565215,0.0,13.043478260869565,39.130434782608695,43.47826086956522
38,50.0,25.0,12.5,4.166666666666666,8.333333333333332,39.130434782608695,26.08695652173913,26.08695652173913,8.695652173913043,0.0,8.695652173913043,30.434782608695656,34.78260869565217,13.043478260869565,13.043478260869565,4.3478260869565215,17.391304347826086,17.391304347826086,43.47826086956522,17.391304347826086,0.0,0.0,8.695652173913043,30.434782608695656,60.86956521739131
39,62.5,29.166666666666668,0.0,0.0,8.333333333333332,34.78260869565217,17.391304347826086,30.434782608695656,17.391304347826086,0.0,4.3478260869565215,39.130434782608695,39.130434782608695,8.695652173913043,8.695652173913043,0.0,13.043478260869565,26.08695652173913,30.434782608695656,30.434782608695656,0.0,0.0,4.3478260869565215,43.47826086956522,52.17391304347826
40,62.5,16.666666666666664,16.666666666666664,4.166666666666666,0.0,30.434782608695656,26.08695652173913,21.73913043478261,17.391304347826086,4.3478260869565215,8.695652173913043,30.434782608695656,39.130434782608695,17.391304347826086,4.3478260869565215,0.0,26.08695652173913,8.695652173913043,30.434782608695656,34.78260869565217,0.0,0.0,13.043478260869565,30.434782608695656,56.52173913043478
41,75.0,20.833333333333336,4.166666666666666,0.0,0.0,26.08695652173913,47.82608695652174,13.043478260869565,13.043478260869565,0.0,0.0,21.73913043478261,52.17391304347826,21.73913043478261,4.3478260869565215,0.0,8.695652173913043,21.73913043478261,39.130434782608695,30.434782608695656,0.0,0.0,8.695652173913043,26.08695652173913,65.21739130434783
42,62.5,25.0,8.333333333333332,4.166666666666666,0.0,34.78260869565217,26.08695652173913,26.08695652173913,8.695652173913043,4.3478260869565215,4.3478260869565215,34.78260869565217,39.130434782608695,21.73913043478261,0.0,0.0,13.043478260869565,26.08695652173913,34.78260869565217,26.08695652173913,0.0,0.0,0.0,30.434782608695656,69.56521739130434
43,83.33333333333334,8.333333333333332,8.333333333333332,0.0,0.0,8.695652173913043,52.17391304347826,21.73913043478261,13.043478260869565,4.3478260869565215,4.3478260869565215,34.78260869565217,30.434782608695656,26.08695652173913,4.3478260869565215,4.3478260869565215,4.3478260869565215,34.78260869565217,30.434782608695656,26.08695652173913,0.0,0.0,4.3478260869565215,30.434782608695656,65.21739130434783
44,83.33333333333334,8.333333333333332,8.333333333333332,0.0,0.0,17.391304347826086,52.17391304347826,13.043478260869565,13.043478260869565,4.3478260869565215,0.0,26.08695652173913,56.52173913043478,13.043478260869565,4.3478260869565215,0.0,13.043478260869565,21.73913043478261,47.82608695652174,17.391304347826086,0.0,0.0,0.0,26.08695652173913,73.91304347826086
45,79.16666666666666,16.666666666666664,4.166666666666666,0.0,0.0,21.73913043478261,52.17391304347826,8.695652173913043,17.391304347826086,0.0,0.0,26.08695652173913,52.17391304347826,8.695652173913043,13.043478260869565,0.0,4.3478260869565215,26.08695652173913,56.52173913043478,13.043478260869565,0.0,0.0,8.695652173913043,17.391304347826086,73.91304347826086
46,79.16666666666666,20.833333333333336,0.0,0.0,0.0,21.73913043478261,43.47826086956522,21.73913043478261,13.043478260869565,0.0,0.0,26.08695652173913,52.17391304347826,21.73913043478261,0.0,0.0,8.695652173913043,21.73913043478261,43.47826086956522,26.08695652173913,0.0,0.0,4.3478260869565215,21.73913043478261,73.91304347826086
47,87.5,12.5,0.0,0.0,0.0,13.043478260869565,60.86956521739131,26.08695652173913,0.0,0.0,0.0,21.73913043478261,39.130434782608695,34.78260869565217,4.3478260869565215,0.0,4.3478260869565215,34.78260869565217,43.47826086956522,17.391304347826086,0.0,0.0,0.0,21.73913043478261,78.26086956521739
48,83.33333333333334,16.666666666666664,0.0,0.0,0.0,17.391304347826086,47.82608695652174,26.08695652173913,8.695652173913043,0.0,0.0,34.78260869565217,56.52173913043478,4.3478260869565215,4.3478260869565215,0.0,0.0,17.391304347826086,65.21739130434783,17.391304347826086,0.0,0.0,0.0,21.73913043478261,78.26086956521739
49,62.5,33.33333333333333,4.166666666666666,0.0,0.0,39.130434782608695,30.434782608695656,26.08695652173913,4.3478260869565215,0.0,0.0,34.78260869565217,52.17391304347826,13.043478260869565,0.0,0.0,0.0,17.391304347826086,56.52173913043478,26.08695652173913,0.0,0.0,0.0,26.08695652173913,73.91304347826086
50,70.83333333333334,29.166666666666668,0.0,0.0,0.0,30.434782608695656,43.47826086956522,17.391304347826086,8.695652173913043,0.0,0.0,26.08695652173913,52.17391304347826,13.043478260869565,8.695652173913043,0.0,0.0,30.434782608695656,47.82608695652174,21.73913043478261,0.0,0.0,0.0,30.434782608695656,69.56521739130434
51,16.666666666666664,25.0,37.5,12.5,8.333333333333332,30.434782608695656,13.043478260869565,21.73913043478261,17.391304347826086,17.391304347826086,13.043478260869565,13.043478260869565,17.391304347826086,26.08695652173913,30.434782608695656,17.391304347826086,26.08695652173913,8.695652173913043,26.08695652173913,21.73913043478261,26.08695652173913,21.73913043478261,13.043478260869565,17.391304347826086,21.73913043478261
